Customer ID,Purchase Date,Product Category,Product Price,Quantity,Total Purchase Amount,Payment Method,Customer Age,Returns,Customer Name,Age,Gender,Churn
16672,2020-01-01 05:04:40,Books,17,2,3072,PayPal,30,1,Christopher Edwards,30,Male,0
34109,2020-01-01 05:24:26,Clothing,69,5,1610,Credit Card,25,1,Ashley Gonzalez,25,Female,0
26671,2020-01-01 05:28:51,Books,272,3,4929,Cash,67,1,Edward White,67,Female,0
26088,2020-01-01 05:45:35,Books,24,2,2719,PayPal,44,,Charles Wong,44,Female,0
9312,2020-01-01 05:47:56,Books,451,2,4111,PayPal,27,0,Richard Snyder,27,Female,0
37509,2020-01-01 05:48:43,Home,495,1,2291,Credit Card,59,0,Daniel Lee,59,Female,1
5096,2020-01-01 06:01:21,Home,173,4,2267,Crypto,48,0,Allen Long,48,Female,0
33640,2020-01-01 06:01:52,Books,463,3,835,PayPal,56,,Troy Nelson,56,Male,1
31822,2020-01-01 06:02:44,Books,225,5,2126,PayPal,19,1,Robert Evans,19,Female,0
23663,2020-01-01 06:09:40,Home,371,4,3912,PayPal,58,0,Sean Schmidt,58,Female,0
18601,2020-01-01 06:13:41,Home,381,3,3459,PayPal,40,0,Shawn Valentine DDS,40,Male,0
23778,2020-01-01 06:19:48,Clothing,138,1,2981,Cash,54,,David Lee,54,Male,0
3752,2020-01-01 06:21:34,Books,156,4,3009,Credit Card,18,1,David Allen,18,Female,0
43924,2020-01-01 06:29:12,Books,370,3,693,Credit Card,61,,Andrew Matthews,61,Female,1
5910,2020-01-01 06:29:37,Clothing,296,4,4348,Credit Card,33,1,Samantha Johnson,33,Female,0
7685,2020-01-01 06:42:11,Electronics,390,4,2770,Cash,47,0,Zachary Morgan,47,Female,0
47270,2020-01-01 06:44:37,Electronics,350,1,2114,Credit Card,41,0,Nathan Williams,41,Female,0
38924,2020-01-01 07:15:41,Books,50,3,3951,Cash,49,0,Juan Spencer,49,Female,0
36532,2020-01-01 07:22:45,Home,142,2,3393,Cash,57,,Abigail Salazar,57,Female,1
1573,2020-01-01 07:28:55,Home,412,1,4573,PayPal,22,,Richard Aguirre,22,Female,0
40783,2020-01-01 07:29:27,Books,218,5,1157,Credit Card,59,1,Nathaniel Harrison,59,Female,0
38313,2020-01-01 07:34:37,Electronics,117,3,1139,Credit Card,28,1,Bethany Hall,28,Female,0
27433,2020-01-01 07:34:55,Electronics,496,4,3058,Credit Card,49,1,Steven Olson,49,Male,0
18235,2020-01-01 07:57:02,Electronics,156,2,4818,Credit Card,53,,Michael Ortega,53,Female,1
36700,2020-01-01 08:09:24,Home,388,4,4056,Cash,43,1,Dr. Daniel Robles,43,Female,1
23568,2020-01-01 08:11:22,Clothing,263,4,4160,PayPal,61,0,Stacey Martinez,61,Male,1
21638,2020-01-01 08:15:49,Books,179,5,1716,Cash,42,,Andrew Hernandez,42,Female,0
3295,2020-01-01 08:24:34,Books,247,3,1090,Cash,47,1,Brian Wu,47,Male,0
11265,2020-01-01 08:41:30,Clothing,51,1,1164,Credit Card,25,,Dana Pittman,25,Female,0
41222,2020-01-01 08:45:39,Clothing,391,4,3577,Credit Card,38,1,Matthew Carlson,38,Male,0
24458,2020-01-01 08:46:19,Electronics,359,5,1804,Crypto,60,1,Aaron Green,60,Female,0
46718,2020-01-01 08:51:35,Clothing,431,5,3773,Crypto,19,0,Debra Wilson,19,Female,1
32677,2020-01-01 08:58:28,Electronics,47,5,822,PayPal,36,,Henry Sanchez,36,Female,0
19770,2020-01-01 09:10:51,Electronics,266,3,3109,Crypto,34,,Richard Lindsey,34,Female,1
27016,2020-01-01 09:12:13,Home,253,1,3050,Credit Card,62,0,Joshua Jarvis,62,Female,0
2576,2020-01-01 09:14:20,Electronics,355,5,2756,Credit Card,66,,Kenneth Terry,66,Female,0
40052,2020-01-01 09:21:11,Books,396,3,2181,PayPal,48,1,Kayla Simmons,48,Female,0
15913,2020-01-01 09:30:39,Books,164,3,479,Crypto,43,,Larry Bailey,43,Male,0
44203,2020-01-01 09:38:29,Clothing,465,5,1870,Credit Card,32,0,Sarah Wood,32,Male,0
17657,2020-01-01 09:42:47,Clothing,436,4,1200,PayPal,49,,Robert Floyd,49,Male,0
15834,2020-01-01 09:43:25,Home,385,1,1193,Cash,69,0,Ann Little,69,Male,0
22580,2020-01-01 09:47:23,Home,46,3,4814,Credit Card,26,1,Steven Graham,26,Female,1
22233,2020-01-01 10:00:16,Electronics,354,2,1604,PayPal,41,0,Yvette Garcia,41,Male,0
16270,2020-01-01 10:01:29,Books,362,4,1018,Credit Card,34,0,Andre Wallace DDS,34,Female,0
17359,2020-01-01 10:06:30,Books,375,2,1464,Crypto,40,,Jeffrey Weaver,40,Male,1
44325,2020-01-01 10:13:42,Electronics,288,4,3106,Cash,29,1,Kathy Wong,29,Female,1
45815,2020-01-01 10:18:25,Home,45,4,3997,PayPal,42,0,Lisa Lozano,42,Male,0
29253,2020-01-01 10:30:51,Clothing,310,2,4659,Credit Card,37,0,John Novak,37,Male,0
42074,2020-01-01 10:35:11,Home,184,5,226,Credit Card,35,1,Leah Ramos,35,Female,1
23134,2020-01-01 10:38:26,Electronics,24,4,5101,PayPal,44,,Brian Miller,44,Female,0
38480,2020-01-01 10:44:14,Books,414,2,1657,Cash,69,0,Joseph Perkins,69,Female,0
43698,2020-01-01 10:50:34,Electronics,405,4,4211,Cash,47,1,Ashley Peters,47,Male,0
22422,2020-01-01 10:52:18,Clothing,452,2,2837,PayPal,41,,Gloria Ball,41,Male,0
4584,2020-01-01 10:59:04,Clothing,407,4,3471,Cash,66,0,Adam Anderson,66,Male,0
31974,2020-01-01 11:03:11,Electronics,140,3,5226,Credit Card,68,1,Deborah Smith,68,Male,0
30741,2020-01-01 11:13:08,Clothing,229,2,2567,Credit Card,24,1,Terri Rodriguez,24,Male,0
31582,2020-01-01 11:16:13,Home,223,3,1188,Crypto,46,1,Brian Stanley,46,Female,0
14360,2020-01-01 11:19:14,Clothing,466,1,3020,Credit Card,51,,Emily Hendrix,51,Female,0
16282,2020-01-01 11:19:45,Books,82,4,5056,Credit Card,35,1,Brittney Moyer,35,Female,0
46821,2020-01-01 11:33:11,Electronics,237,1,1714,Credit Card,52,,Lindsay Hanson,52,Female,0
29041,2020-01-01 11:36:21,Electronics,139,3,3588,Cash,30,,Rachel Rocha,30,Male,0
8647,2020-01-01 11:39:33,Clothing,259,3,4816,PayPal,33,1,Amy Adams,33,Female,0
25963,2020-01-01 11:51:45,Home,118,3,3047,Cash,19,,Gabrielle Walters,19,Male,0
34909,2020-01-01 11:52:34,Books,230,4,3301,PayPal,51,1,Richard Larsen,51,Female,1
30674,2020-01-01 11:54:08,Electronics,94,4,2123,PayPal,23,1,Michael Kirby,23,Female,0
38284,2020-01-01 11:58:02,Clothing,82,5,1063,Credit Card,36,0,Ashley Johnson MD,36,Male,0
35265,2020-01-01 12:03:32,Home,46,4,3190,Cash,70,,Sarah Williams,70,Female,0
31585,2020-01-01 12:04:14,Home,341,1,4922,Cash,31,0,Heather Harris,31,Male,0
2363,2020-01-01 12:20:08,Books,59,5,1511,PayPal,28,0,Kyle Peters,28,Female,1
31713,2020-01-01 12:26:09,Home,110,4,2057,Credit Card,60,1,Mr. Roger Smith,60,Female,0
42889,2020-01-01 12:29:27,Books,367,4,2400,PayPal,51,1,David Douglas,51,Female,0
41226,2020-01-01 12:48:35,Home,311,4,3347,PayPal,56,0,John Hoffman,56,Male,0
41812,2020-01-01 12:59:12,Electronics,194,2,3668,PayPal,55,0,Tonya Romero,55,Female,0
41345,2020-01-01 13:03:59,Books,302,5,5123,Credit Card,55,1,Leonard Francis,55,Male,0
26278,2020-01-01 13:04:52,Clothing,360,3,4260,Cash,52,1,Albert Fisher,52,Female,0
48176,2020-01-01 13:13:13,Electronics,144,3,3450,PayPal,21,0,Natasha Hawkins,21,Female,0
23282,2020-01-01 13:24:34,Electronics,23,3,1686,Credit Card,32,1,Justin Carter,32,Female,0
34660,2020-01-01 13:29:44,Clothing,88,2,1604,Cash,32,1,Valerie Smith,32,Male,0
38568,2020-01-01 13:41:08,Books,235,2,3938,PayPal,39,1,Lori Wells,39,Female,0
33012,2020-01-01 13:52:58,Electronics,330,4,3207,Crypto,64,,Sandra Cross,64,Female,0
36672,2020-01-01 13:55:48,Clothing,227,3,446,Credit Card,34,1,Phyllis Robinson,34,Male,1
9257,2020-01-01 13:57:44,Home,390,4,1985,Cash,55,,Michael Jenkins,55,Female,0
33864,2020-01-01 14:01:05,Home,293,1,3367,Credit Card,45,1,Harold George,45,Female,0
12238,2020-01-01 14:05:18,Electronics,248,5,1456,PayPal,20,0,Tyler Adams,20,Male,0
33664,2020-01-01 14:13:45,Books,265,3,3763,PayPal,34,1,Ronald Washington,34,Male,0
43058,2020-01-01 14:21:24,Home,177,4,2746,Credit Card,60,1,Patrick Wall,60,Male,0
9327,2020-01-01 14:33:57,Books,147,2,817,Credit Card,30,0,John Castaneda,30,Female,0
9591,2020-01-01 14:35:10,Books,92,3,661,Credit Card,54,1,Annette Adams,54,Female,0
45666,2020-01-01 14:40:07,Electronics,308,5,5143,Credit Card,69,,Ronald Scott,69,Female,0
6278,2020-01-01 14:45:00,Clothing,281,5,872,PayPal,23,0,Cheryl Vargas,23,Female,1
15392,2020-01-01 15:02:17,Books,299,3,2303,Credit Card,21,1,Deborah Newman,21,Male,0
30008,2020-01-01 15:05:00,Electronics,175,5,3029,Credit Card,25,1,Anthony Kelley,25,Female,0
11999,2020-01-01 15:09:53,Home,187,4,1730,Cash,36,0,Mary Douglas,36,Male,0
3128,2020-01-01 15:18:03,Books,253,2,1576,Credit Card,49,0,Gregory Gray,49,Male,0
8365,2020-01-01 15:21:31,Clothing,283,4,3159,PayPal,21,1,Jesse Hensley,21,Female,1
29782,2020-01-01 15:21:48,Home,149,3,3461,Credit Card,46,,George Ruiz,46,Female,0
32958,2020-01-01 15:24:44,Books,20,2,4983,Cash,31,0,Shelley Santana,31,Male,0
32846,2020-01-01 15:25:25,Electronics,261,5,466,Credit Card,69,0,Kevin Jackson,69,Female,0
39872,2020-01-01 15:26:20,Books,101,1,3033,Cash,32,0,Bryan Ramsey,32,Female,0
45243,2020-01-01 15:29:19,Electronics,50,2,4137,PayPal,70,0,Gina Robinson,70,Female,0
27930,2020-01-01 15:33:17,Books,471,2,5067,Cash,35,0,Savannah Short,35,Male,0
9451,2020-01-01 15:34:26,Clothing,366,1,2349,Credit Card,47,1,Melissa Peterson,47,Female,0
21485,2020-01-01 16:04:04,Clothing,427,2,2807,PayPal,27,0,Ryan Johnson,27,Male,0
8316,2020-01-01 16:07:20,Home,392,2,4329,Crypto,43,1,Tyler Welch,43,Male,0
22939,2020-01-01 16:28:33,Books,404,1,3904,PayPal,20,0,Patrick Perez,20,Male,0
35137,2020-01-01 16:35:48,Books,163,5,4725,PayPal,58,0,Joseph Miller,58,Female,0
20498,2020-01-01 16:36:26,Clothing,139,3,3307,Credit Card,57,1,Michael Liu,57,Male,0
29365,2020-01-01 16:37:07,Clothing,99,4,1012,Cash,38,,Mia Arias,38,Male,0
17131,2020-01-01 16:43:07,Books,94,5,3936,PayPal,18,0,Jake Reed,18,Female,0
44642,2020-01-01 16:48:09,Books,287,4,3924,Credit Card,24,1,Heather Lewis,24,Male,0
46112,2020-01-01 16:54:22,Clothing,438,3,2107,Cash,30,0,Marcus Haynes,30,Male,1
9242,2020-01-01 17:00:29,Home,90,1,2923,Credit Card,33,0,Edgar Watkins,33,Male,0
30724,2020-01-01 17:02:00,Electronics,275,4,2151,Credit Card,28,1,Jason Wilson,28,Female,0
31,2020-01-01 17:04:49,Books,49,3,2852,Credit Card,23,,Tara Campbell,23,Female,0
29113,2020-01-01 17:16:27,Books,154,2,4453,PayPal,54,,Christopher Murphy,54,Female,0
39923,2020-01-01 17:22:41,Clothing,423,5,830,Credit Card,42,1,Nicholas Ayala,42,Male,0
17209,2020-01-01 17:28:04,Clothing,300,1,1377,Credit Card,25,1,Mary Gibbs,25,Male,0
39569,2020-01-01 17:28:52,Books,362,1,727,Credit Card,18,1,Tony Garcia,18,Female,1
26430,2020-01-01 17:39:43,Home,215,2,933,Crypto,47,1,Mary Robles,47,Female,0
8349,2020-01-01 17:54:24,Electronics,165,3,2504,Cash,47,0,Jonathan Burgess,47,Female,0
5821,2020-01-01 18:01:06,Books,311,1,278,Credit Card,27,0,Matthew Martinez,27,Female,0
7647,2020-01-01 18:12:35,Home,460,2,4306,Credit Card,51,0,Mark Stephens,51,Female,0
4556,2020-01-01 18:13:55,Clothing,269,2,4616,Credit Card,25,,Jared Jennings,25,Female,0
9206,2020-01-01 18:21:55,Home,258,3,528,Cash,60,1,Daniel Singleton,60,Male,0
41206,2020-01-01 18:28:46,Clothing,331,3,5055,Crypto,69,0,Anita Dickson,69,Male,0
15777,2020-01-01 18:30:12,Books,150,3,1407,PayPal,28,0,Jose Cooper,28,Male,0
22476,2020-01-01 18:31:08,Clothing,145,2,4745,PayPal,67,0,Brian Mitchell,67,Male,0
19995,2020-01-01 18:39:03,Clothing,161,2,3769,Credit Card,18,1,Rodney Knight,18,Female,0
1107,2020-01-01 18:46:54,Home,187,5,1559,PayPal,19,1,Daniel Wallace,19,Female,1
48717,2020-01-01 18:57:03,Clothing,92,5,227,PayPal,36,0,Ebony Richards,36,Male,1
26943,2020-01-01 18:58:26,Home,462,2,4126,Credit Card,50,,Ryan Thompson,50,Male,0
12631,2020-01-01 18:59:15,Books,238,3,1578,PayPal,23,0,Samantha Gibbs,23,Male,0
22614,2020-01-01 18:59:19,Books,126,4,4494,PayPal,29,1,Ann Dillon DVM,29,Female,0
27951,2020-01-01 19:03:27,Books,147,1,1413,Credit Card,46,,Courtney Thomas,46,Male,1
3094,2020-01-01 19:03:31,Clothing,236,4,4387,Crypto,69,,Mrs. Amy Hebert,69,Male,0
22621,2020-01-01 19:18:32,Home,169,5,5061,Cash,57,0,Debra Brock,57,Male,0
33989,2020-01-01 19:33:31,Books,265,4,635,PayPal,35,0,Brenda Murphy,35,Female,0
24766,2020-01-01 19:34:14,Clothing,128,4,1570,PayPal,51,0,William Williams,51,Male,0
34274,2020-01-01 19:44:30,Home,173,5,333,PayPal,40,0,Richard Watkins,40,Male,0
43706,2020-01-01 19:47:14,Home,486,3,185,Credit Card,26,0,Peter Merritt,26,Male,1
25421,2020-01-01 19:54:43,Books,90,5,3656,PayPal,68,1,Gary Watson,68,Female,0
5363,2020-01-01 20:03:35,Clothing,287,5,1945,Credit Card,20,0,Rachel Smith,20,Male,0
28783,2020-01-01 20:04:00,Home,385,3,480,Crypto,23,,Jessica Robles,23,Female,1
27611,2020-01-01 20:08:46,Books,82,2,336,PayPal,41,0,Thomas Dixon,41,Male,1
223,2020-01-01 20:13:11,Home,27,2,178,Cash,23,,Kaitlyn Lee,23,Female,0
24798,2020-01-01 20:19:10,Clothing,148,2,1613,PayPal,41,1,Brian Gray,41,Female,0
16692,2020-01-01 20:21:08,Home,48,5,1733,PayPal,39,1,Martha Glover,39,Female,0
40458,2020-01-01 20:48:02,Clothing,332,3,818,Credit Card,28,1,Kristen Medina,28,Male,0
48174,2020-01-01 20:48:15,Clothing,331,2,2867,PayPal,20,1,Javier Ramos,20,Male,0
43894,2020-01-01 20:56:30,Books,487,1,1016,Credit Card,65,1,Sharon Baxter,65,Male,0
8249,2020-01-01 20:59:02,Books,160,1,813,Crypto,36,1,Jordan Douglas,36,Female,0
13426,2020-01-01 21:07:58,Electronics,31,2,4620,Credit Card,69,1,Michael Nguyen,69,Male,1
45738,2020-01-01 21:14:30,Clothing,321,1,2242,Credit Card,46,,Tanya Sweeney,46,Male,0
33450,2020-01-01 21:26:26,Books,448,5,3233,Crypto,59,1,Michael Green,59,Male,0
4027,2020-01-01 21:38:15,Electronics,368,5,1289,Crypto,67,,Amy Byrd,67,Male,0
44650,2020-01-01 21:45:13,Home,24,1,5180,Cash,67,0,Brittany Webster,67,Male,0
41878,2020-01-01 21:54:16,Books,67,1,4444,Credit Card,24,1,Blake Williams,24,Male,0
1954,2020-01-01 21:57:57,Clothing,302,5,743,Cash,48,1,Alyssa Murphy,48,Male,0
8071,2020-01-01 22:05:24,Books,215,3,3767,Credit Card,50,,Michelle Mitchell,50,Male,0
17491,2020-01-01 22:23:54,Electronics,399,4,524,Credit Card,18,1,Stephanie Hunt,18,Female,1
8701,2020-01-01 22:27:42,Home,227,2,980,PayPal,33,1,Michael Rogers,33,Male,0
41185,2020-01-01 22:32:24,Home,87,3,4098,PayPal,65,,Steven Anderson,65,Female,0
2788,2020-01-01 22:39:02,Clothing,350,2,3296,PayPal,33,1,Kelly Buck,33,Male,1
36416,2020-01-01 22:41:37,Home,421,4,5131,Credit Card,34,0,Justin Allen,34,Male,0
36909,2020-01-01 22:42:57,Clothing,403,1,4346,Cash,23,1,Toni Lewis,23,Male,0
9517,2020-01-01 22:46:25,Books,289,5,540,Cash,39,1,Roger Hunt,39,Female,0
45328,2020-01-01 22:49:01,Books,180,3,4225,Cash,31,0,Alyssa Hardy,31,Female,0
6931,2020-01-01 22:50:34,Books,237,3,1461,PayPal,40,,Diamond Henderson,40,Female,0
8603,2020-01-01 23:11:44,Electronics,285,4,1168,PayPal,41,0,Jennifer Bullock,41,Male,0
11969,2020-01-01 23:25:16,Books,51,5,4504,Credit Card,63,,Troy Sanchez,63,Female,1
4003,2020-01-01 23:25:39,Electronics,201,2,4363,Cash,64,,Pam Evans,64,Female,0
41409,2020-01-01 23:33:26,Clothing,466,4,391,Credit Card,32,,Raymond Fuller,32,Female,0
24848,2020-01-01 23:52:04,Home,251,5,4137,Credit Card,32,0,Cassandra Nelson,32,Female,0
42171,2020-01-02 00:10:42,Clothing,77,1,4806,PayPal,49,,Darrell Gonzales,49,Female,0
24538,2020-01-02 00:18:42,Electronics,409,4,2878,Credit Card,62,1,Brooke Patterson,62,Male,0
44941,2020-01-02 00:26:41,Clothing,436,5,1139,PayPal,70,,Pamela Miller,70,Male,0
45418,2020-01-02 00:29:07,Home,340,5,377,PayPal,59,0,James Garcia,59,Female,0
7895,2020-01-02 00:30:29,Home,373,3,2243,Cash,40,1,Mary Allen,40,Female,0
775,2020-01-02 01:10:12,Clothing,86,5,2336,Credit Card,23,0,Russell Mcdonald,23,Male,0
962,2020-01-02 01:30:26,Books,346,4,4175,Cash,66,1,Stephen Hamilton,66,Male,0
49843,2020-01-02 01:30:31,Clothing,419,5,3753,Crypto,56,0,Kristi Hicks,56,Male,0
39919,2020-01-02 01:41:57,Electronics,165,5,821,Credit Card,31,1,Lindsey Ballard DDS,31,Male,0
3813,2020-01-02 02:16:25,Home,414,2,2845,Credit Card,66,0,Tanya Bernard,66,Female,0
39692,2020-01-02 02:17:02,Books,424,4,3574,Credit Card,25,,James Hill,25,Female,0
23458,2020-01-02 02:17:27,Books,336,3,5021,PayPal,35,0,Mary Clark,35,Male,0
42731,2020-01-02 02:21:45,Clothing,166,3,2563,Credit Card,42,0,Erica Williams,42,Male,0
1552,2020-01-02 02:34:02,Home,245,2,513,Credit Card,37,0,Christopher Brooks,37,Female,0
17770,2020-01-02 02:38:25,Clothing,397,3,4600,PayPal,19,0,Angela Hanson,19,Male,0
4834,2020-01-02 03:06:14,Books,355,5,3801,Cash,66,0,Steven Rush,66,Male,0
6120,2020-01-02 03:14:00,Home,29,4,507,Cash,66,0,Jasmine Rivera,66,Female,0
39138,2020-01-02 03:21:46,Clothing,373,4,3263,PayPal,21,0,Damon Madden,21,Male,0
49055,2020-01-02 03:46:17,Books,127,1,1759,Cash,61,,John Gordon,61,Female,0
43397,2020-01-02 03:50:42,Electronics,162,1,2387,Credit Card,32,1,Jacqueline Lamb,32,Female,0
48072,2020-01-02 04:06:42,Books,172,5,3869,Credit Card,44,0,Amy Hamilton,44,Female,0
34573,2020-01-02 04:08:46,Home,471,1,1794,PayPal,33,,Drew Brown,33,Male,0
22606,2020-01-02 04:24:53,Clothing,71,2,1127,Credit Card,45,,Lorraine Moore,45,Female,0
31661,2020-01-02 04:29:20,Home,111,4,2221,PayPal,67,1,Andrew Smith,67,Female,0
49571,2020-01-02 04:35:04,Books,150,1,802,Credit Card,33,1,Joseph Mcdonald,33,Female,1
35113,2020-01-02 04:36:00,Electronics,107,3,343,PayPal,46,0,Felicia Bailey,46,Male,1
38630,2020-01-02 04:36:16,Clothing,465,3,1213,Credit Card,46,,Lindsey Mendoza,46,Male,0
31531,2020-01-02 04:43:24,Home,277,4,3123,Crypto,34,0,Donna Walker,34,Female,0
49264,2020-01-02 04:50:24,Home,357,1,1144,Credit Card,35,1,Dawn Jordan,35,Male,1
12204,2020-01-02 05:16:15,Home,446,5,1841,PayPal,59,0,Billy Bush,59,Female,1
23931,2020-01-02 05:35:10,Clothing,460,3,983,Cash,67,0,Robert Beck,67,Male,0
21702,2020-01-02 06:03:02,Books,490,3,1557,Credit Card,45,0,Autumn Petersen,45,Female,0
29415,2020-01-02 06:03:16,Books,223,1,1427,PayPal,32,0,Nicole Pham,32,Female,0
4246,2020-01-02 06:11:09,Home,380,5,4946,Credit Card,46,,Ann Garcia,46,Male,0
30930,2020-01-02 06:11:48,Books,166,1,3627,PayPal,60,0,Hunter Pearson,60,Male,0
13587,2020-01-02 06:18:02,Electronics,167,5,3570,Credit Card,66,1,Troy Hall,66,Male,0
48833,2020-01-02 06:19:38,Home,294,3,1203,PayPal,20,1,Scott Decker,20,Male,0
6871,2020-01-02 06:50:05,Home,145,2,531,PayPal,42,0,Julie Williamson,42,Male,0
12441,2020-01-02 06:50:21,Electronics,397,1,4382,Credit Card,20,,Parker James,20,Female,0
25861,2020-01-02 06:51:26,Books,473,4,4099,Cash,47,,Phillip Santos,47,Female,1
18784,2020-01-02 06:53:29,Books,101,2,4281,Credit Card,62,1,Logan Green,62,Male,0
27535,2020-01-02 06:53:57,Home,457,4,896,Cash,22,1,Julia Hanna,22,Male,0
31446,2020-01-02 06:54:56,Electronics,465,1,4527,Cash,52,0,Julie Allen,52,Female,0
47014,2020-01-02 07:02:00,Books,337,1,2097,PayPal,58,1,Christine Elliott,58,Female,1
45376,2020-01-02 07:07:29,Clothing,112,2,2671,PayPal,21,0,Valerie Hunter,21,Female,0
3420,2020-01-02 07:10:29,Home,126,4,4695,Credit Card,68,1,Heather Turner,68,Female,1
19796,2020-01-02 07:23:22,Electronics,198,3,2002,Cash,69,0,George Santos,69,Male,0
42862,2020-01-02 07:26:32,Electronics,264,4,1070,PayPal,35,0,Isabella Haas,35,Male,0
48192,2020-01-02 07:27:02,Clothing,74,3,4363,Credit Card,64,0,Christopher Jordan,64,Female,0
4695,2020-01-02 07:36:00,Clothing,218,1,349,PayPal,55,1,Tonya Aguirre,55,Male,0
20560,2020-01-02 07:46:51,Books,389,1,2386,Credit Card,69,,Joshua Thomas,69,Female,1
12424,2020-01-02 07:48:59,Home,147,2,4236,PayPal,49,,Antonio Gibson,49,Male,0
5125,2020-01-02 07:59:13,Books,469,2,898,Crypto,53,0,Mitchell Tucker,53,Female,1
38732,2020-01-02 08:08:15,Clothing,466,5,843,Crypto,62,,Lisa Mitchell,62,Female,0
